address,size,class,method_signature,source_file
00151630,892,CB3Score,"OnSlam(CB3RaceCarPhysics*,CB3RaceCarPhysics*,float,bool)",B3Score.cpp
001519b0,300,CB3Score,"OnTradePaint(CB3RaceCarPhysics*,CB3RaceCarPhysics*,float,bool)",B3Score.cpp
00151ae0,448,CB3Score,SetFinished(EB3ScoreFinishState),B3Score.cpp
00151ca0,60,CB3Score,WasResetWithinTime(float),B3Score.cpp
00151ce0,60,CB3Score,WasTradingPaintWithinTime(float),B3Score.cpp
00151d20,60,CB3Score,SlammedSomeoneWithinTime(float),B3Score.cpp
00151d60,60,CB3Score,WasSlammedWithinTime(float),B3Score.cpp
00151da0,92,CB3Score,SetNumLives(int),B3Score.cpp
00151e00,52,CB3Score,DecrementHealth(float),B3Score.cpp
00151e40,140,CB3Score,"AddScore(int,int)",B3Score.cpp
00151ed0,940,CB3Score,"CalculateSlamType(CB3RaceCarPhysics*,CB3RaceCarPhysics*,float)",B3Score.cpp
00152280,88,CB3Score,GetCarAtRelativeRacePosition(int),B3Score.cpp
001522e0,440,CB3Score,"ConfirmGrinding(CB3RaceCar*,CB3RaceCar*)",B3Score.cpp
001524a0,756,CB3Score,"ConfirmTradePaint(CB3RaceCarPhysics*,CB3RaceCarPhysics*,float,bool)",B3Score.cpp
001527a0,564,CB3Score,"ConfirmSlam(CB3RaceCarPhysics*,CB3RaceCarPhysics*,float,bool)",B3Score.cpp
001529e0,168,CB3Score,HandleBoostStart(),B3Score.cpp
00152a90,248,CB3Score,HandlePropHit(),B3Score.cpp
00152b90,84,CB3Score,HandleNonFatalCollision(CB3RaceCar*),B3Score.cpp
00152bf0,292,CB3Score,HandleNonFatalCollision(CB3TrafficVehicle*),B3Score.cpp
00152d20,192,CB3Score,HandleCrashReset(),B3Score.cpp
00152de0,236,CB3Score,HandleCrashStart(CB3CrashStartInfo*),B3Score.cpp
00152ed0,32,CB3Score,RegisterNetworkGrinding(CB3RaceCar*),B3Score.cpp
00152ef0,64,CB3Score,"RegisterNetworkTradingPaint(CB3RaceCar*,float,bool)",B3Score.cpp
00152f30,64,CB3Score,"RegisterNetworkSlam(CB3RaceCar*,float,bool)",B3Score.cpp
00152f70,8,CB3Score,RegisterNetworkTakedown(CB3RaceCar*),B3Score.cpp
00152f80,708,CB3Score,UpdateTakeDownStats(CB3CrashStartInfo*),B3Score.cpp
00153250,520,CB3Score,CalculateScoreForTakedowns(),B3Score.cpp
00153460,648,CB3Score,CalculateScoreForDrift(float),B3Score.cpp
001536f0,648,CB3Score,CalculateScoreForOncoming(float),B3Score.cpp
00153980,696,CB3Score,CalculateScoreForAir(float),B3Score.cpp
00153c40,1112,CB3Score,"DetectCrashNearMiss(const GtMathPs2::CGtMatrix3x4*,const CGtAxisAlignedBox*,int)",B3Score.cpp
001540a0,2024,CB3Score,DetectNormalNearMiss(CB3TrafficVehicle*),B3Score.cpp
00154890,1408,CB3Score,DetectAndScoreTailgating(),B3Score.cpp
00154e10,1332,CB3Score,DetectAndScoreCrashEscape(),B3Score.cpp
00155350,1172,CB3Score,DetectAndScoreNearMiss(),B3Score.cpp
001557f0,1108,CB3Score,DetectNonSlamTakedowns(),B3Score.cpp
00155c50,928,CB3Score,IncrementLapCount(),B3Score.cpp
00155ff0,120,CB3Score,GetRaceCheckpointTime(int),B3Score.cpp
00156070,20,CB3Score,"GetRaceCheckpoint(int,int)",B3Score.cpp
00156090,280,CB3Score,GetTotalRaceAmount(),B3Score.cpp
001561b0,44,CB3Score,GetTotalRaceLength(),B3Score.cpp
001561e0,184,CB3Score,GetTotalRaceDistFromStartPos(),B3Score.cpp
001562a0,136,CB3Score,GetTotalRaceDistFromAILaneStart(),B3Score.cpp
00156330,204,CB3Score,IsAheadOfIgnoringLaps(CB3Score*),B3Score.cpp
00156400,140,CB3Score,IsAheadOfRoadRage(CB3Score*),B3Score.cpp
00156490,320,CB3Score,IsAheadOf(CB3Score*),B3Score.cpp
001565d0,56,CB3Score,CheckIfNeedRevenge(const CB3Score*) const,B3Score.cpp
00156610,72,CB3Score,Release(),B3Score.cpp
00156660,3508,CB3Score,Update(),B3Score.cpp
00157420,1368,CB3Score,Prepare(int),B3Score.cpp
00157980,192,CB3FinishedScore,Prepare(int),B3Score.cpp
00157a40,72,CB3Score,Construct(),B3Score.cpp
00157a90,1416,CB3Score,UnregisterStaticVariables(),B3Score.cpp
00158020,4756,CB3Score,RegisterStaticVariables(),B3Score.cpp
001592c0,672,CB3SplitTimeCheckpoint,"DrawCheckpoint(CGtTexture*,GtMathPs2::CGtV4d)",B3SplitTimeCheckpoint.cpp
00159560,68,CB3SplitTimeCheckpoint,Draw(),B3SplitTimeCheckpoint.cpp
001595b0,8,CB3SplitTimeCheckpoint,Destruct(),B3SplitTimeCheckpoint.cpp
001595c0,8,CB3SplitTimeCheckpoint,Release(),B3SplitTimeCheckpoint.cpp
001595d0,188,CB3SplitTimeCheckpoint,Prepare(CB3PlanarTriggerStruct*),B3SplitTimeCheckpoint.cpp
00159690,8,CB3SplitTimeCheckpoint,Construct(),B3SplitTimeCheckpoint.cpp
001596a0,220,CB3StartFinishLine,Draw(int),B3StartFinishLine.cpp
00159780,8,CB3StartFinishLine,Destruct(),B3StartFinishLine.cpp
00159790,44,CB3StartFinishLine,Release(),B3StartFinishLine.cpp
001597c0,204,CB3StartFinishLine,"Prepare(CB3PlanarTriggerStruct*,bool)",B3StartFinishLine.cpp
00159890,12,CB3StartFinishLine,Construct(),B3StartFinishLine.cpp
001598a0,8,CB3StartPoint,Destruct(),B3StartPoint.cpp
001598b0,8,CB3StartPoint,Release(),B3StartPoint.cpp
001598c0,12,CB3StartPoint,Prepare(CB3StartPositionStruct*),B3StartPoint.cpp
001598d0,8,CB3StartPoint,Construct(),B3StartPoint.cpp
001598e0,2020,CB3StaticTrackData,FixUp(),B3StaticTrackData.cpp
0015a0d0,304,CB3StreamedTrackLODAndCollisionData,FixUp(int),B3StreamedTrackData.cpp
0015a200,112,CB3StreamedTrackHighData,FixUp(short),B3StreamedTrackData.cpp
0015a270,400,CB3TrafficAxle,MoveToSegmentCentre(GtMathPs2::CGtV3d),B3TrafficAxle.cpp
0015a400,572,CB3TrafficAxle,IntersectLineSegment(),B3TrafficAxle.cpp
0015a640,728,CB3TrafficAxle,"AdjustAxleHeight(CB3TrafficLane*,int)",B3TrafficAxle.cpp
0015a920,180,CB3TrafficAxle,InitalisePosition(CB3TrafficVehicle*),B3TrafficAxle.cpp
0015a9e0,92,CB3TrafficAxle,Release(),B3TrafficAxle.cpp
0015aa40,96,CB3TrafficAxle,Prepare(),B3TrafficAxle.cpp
0015aaa0,8,CB3TrafficAxle,Construct(),B3TrafficAxle.cpp
0015aab0,192,CB3TrafficLane,"FindNextValve(int,int*,int*)",B3TrafficLane.cpp
0015ab70,192,CB3TrafficLane,"FindPreviousValve(int,int*,int*)",B3TrafficLane.cpp
0015ac30,796,CB3TrafficLane,GetNearestParamInSameLane(CB3TrafficParam*),B3TrafficLane.cpp
0015af50,836,CB3TrafficLane,GetNearestParam(float),B3TrafficLane.cpp
0015b2a0,268,CB3TrafficLane,"GetSignedForwardDistBetweenParams(float,float)",B3TrafficLane.cpp
0015b3b0,284,CB3TrafficLane,GetParamFromDist(float),B3TrafficLane.cpp
0015b4d0,72,CB3TrafficLane,"DoesNeighbourExist(int,ESegmentNeighbourTypes)",B3TrafficLane.cpp
0015b520,28,CB3TrafficLane,Release(),B3TrafficLane.cpp
0015b540,40,CB3TrafficLane,"Prepare(int,unsigned char)",B3TrafficLane.cpp
0015b570,1184,CB3TrafficParam,CalcFormationSpeedChange(),B3TrafficParam.cpp
0015ba10,220,CB3TrafficParam,"GetParamInfoFromSplitter(CB3TrafficLane*,int)",B3TrafficParam.cpp
0015baf0,320,CB3TrafficParam,"GetParamInfoFromValve(CB3TrafficLane*,bool,bool)",B3TrafficParam.cpp
0015bc30,188,CB3TrafficParam,ResetMemberVariables(),B3TrafficParam.cpp
0015bcf0,968,CB3TrafficParam,"FindLaneChange(CB3TrafficLane**,float*,float*,bool,bool)",B3TrafficParam.cpp
0015c0c0,140,CB3TrafficParam,RemoveFromTrafficLights(),B3TrafficParam.cpp
0015c150,472,CB3TrafficParam,Remove(),B3TrafficParam.cpp
0015c330,788,CB3TrafficParam,"Insert(CB3TrafficLane*,float,float,ETrafficParamState)",B3TrafficParam.cpp
0015c650,1300,CB3TrafficParam,"CalculateTargetParamMatrix(float,GtMathPs2::CGtMatrix3x4*)",B3TrafficParam.cpp
0015cb70,48,CB3TrafficParam,CalculateTargetParamMatrix(),B3TrafficParam.cpp
0015cba0,4264,CB3TrafficParam,"CalcSpeed(int,bool,bool)",B3TrafficParam.cpp
0015dc50,8,CB3TrafficParam,Release(),B3TrafficParam.cpp
0015dc60,640,CB3TrafficParam,UpdateNodes(),B3TrafficParam.cpp
0015dee0,844,CB3TrafficParam,Update(bool),B3TrafficParam.cpp
0015e230,48,CB3TrafficParam,Prepare(),B3TrafficParam.cpp
0015e260,8,CB3TrafficParam,Construct(),B3TrafficParam.cpp
0015e270,68,CB3TrafficSystem,VehicleIsValid(unsigned char),B3TrafficSystem.cpp
0015e2c0,128,CB3TrafficSystem,"IsSegmentLocked(int,unsigned short)",B3TrafficSystem.cpp
0015e340,952,CB3TrafficSystem,ResetMemberVariables(),B3TrafficSystem.cpp
0015e700,1696,CB3TrafficSystem,UseNextTriggerData(float),B3TrafficSystem.cpp
0015eda0,180,CB3TrafficSystem,AddToDeadTrafficParamList(CB3TrafficParam*),B3TrafficSystem.cpp
0015ee60,276,CB3TrafficSystem,"AddToDeadTrafficList(CB3TrafficVehicle*,bool)",B3TrafficSystem.cpp
0015ef80,1168,CB3TrafficSystem,"DoFiller(CB3TrafficFillerStruct*,CB3StartFinishLine*,int,int)",B3TrafficSystem.cpp
0015f410,204,CB3TrafficSystem,"CheckForNewHull(int,int)",B3TrafficSystem.cpp
0015f4e0,1132,CB3TrafficSystem,"UpdateHulls(int,float,int)",B3TrafficSystem.cpp
0015f950,5620,CB3TrafficSystem,"Generate(ETrafficVehicleCategories,unsigned long,ETrafficVehicleCategories,unsigned long,CB3TrafficLane*,floa",B3TrafficSystem.cpp
00160f50,880,CB3TrafficSystem,"GenerateInitialTraffic(CB3StartFinishLine*,int)",B3TrafficSystem.cpp
001612c0,840,CB3TrafficSystem,VerifyAndLoadVehicleIDs(),B3TrafficSystem.cpp
00161610,2212,CB3TrafficSystem,Update(),B3TrafficSystem.cpp
00161ec0,428,CB3TrafficSystem,Release(),B3TrafficSystem.cpp
00162070,3040,CB3TrafficSystem,Prepare(),B3TrafficSystem.cpp
00162c50,364,CB3TrafficSystem,Construct(),B3TrafficSystem.cpp
00162dc0,1148,CB3TrafficVehicle,StartCrashing(),B3TrafficVehicle.cpp
00163240,932,CB3TrafficVehicle,"ApplyNiceOncomingBehaviour(CB3TrafficRaceCarInfo*,int,float)",B3TrafficVehicle.cpp
001635f0,804,CB3TrafficVehicle,"ApplyNiceSameWayBehaviour(CB3TrafficRaceCarInfo*,int,float)",B3TrafficVehicle.cpp
00163920,540,CB3TrafficVehicle,"DoTrafficBehaviour(CB3TrafficRaceCarInfo*,int)",B3TrafficVehicle.cpp
00163b40,404,CB3TrafficVehicle,"ChangeLane(CB3TrafficLane*,float)",B3TrafficVehicle.cpp
00163ce0,740,CB3TrafficVehicle,CheckForChangeLane(),B3TrafficVehicle.cpp
00163fd0,364,CB3TrafficVehicle,ResetMemberVariables(),B3TrafficVehicle.cpp
00164140,112,CB3TrafficVehicle,RemoveFromLanes(),B3TrafficVehicle.cpp
001641b0,2020,CB3TrafficVehicle,UpdateTrailerPosition(),B3TrafficVehicle.cpp
001649a0,1496,CB3TrafficVehicle,InitaliseTrailerPosition(),B3TrafficVehicle.cpp
00164f80,2796,CB3TrafficVehicle,UpdatePosition(),B3TrafficVehicle.cpp
00165a70,992,CB3TrafficVehicle,InitalisePosition(),B3TrafficVehicle.cpp
00165e50,1264,CB3TrafficVehicle,Remove(),B3TrafficVehicle.cpp
00166340,756,CB3TrafficVehicle,"Create(ETrafficVehicleCategories,unsigned char)",B3TrafficVehicle.cpp
00166640,52,CB3TrafficVehicle,Release(),B3TrafficVehicle.cpp
00166680,4056,CB3TrafficVehicle,"Update(CB3TrafficRaceCarInfo*,int)",B3TrafficVehicle.cpp
00167660,56,CB3TrafficVehicle,Prepare(),B3TrafficVehicle.cpp
001676a0,52,CB3TrafficVehicle,Construct(),B3TrafficVehicle.cpp
001676e0,668,CB3World,SetUpTrackExtents(),B3World.cpp
00167980,776,CB3World,"RenderRaceCars(int,int)",B3World.cpp
00167cb0,60,CB3World,UpdateSound(),B3World.cpp
00167cf0,164,CB3World,SetTrackID(unsigned long),B3World.cpp
00167da0,764,CB3World,"SetCarNumbers(int,int,int)",B3World.cpp
001680a0,260,CB3World,Destruct(),B3World.cpp
001681b0,592,CB3World,Release(),B3World.cpp
00168400,112,CB3World,UpdateTrack(),B3World.cpp
00168470,536,CB3World,Update(),B3World.cpp
00168690,2216,CB3World,Prepare(),B3World.cpp
00168f40,792,CB3World,Construct(),B3World.cpp
00169260,8,CB3TrailEmitterData,CB3TrailEmitterData(),B3World.cpp
00169270,8,GtMathPs2,CGtV3d::CGtV3d(),B3World.cpp
00169280,8,GtMathPs2,CGtMatrix3x3::CGtMatrix3x3(),B3World.cpp
00169290,112,CB3WrongWayWall,Render(),B3WrongWayWall.cpp
00169300,8,CB3WrongWayWall,Destruct(),B3WrongWayWall.cpp
00169310,8,CB3WrongWayWall,Release(),B3WrongWayWall.cpp
00169320,3648,CB3WrongWayWall,Update(CB3RaceCar*),B3WrongWayWall.cpp
0016a160,592,CB3WrongWayWall,"AddTristrip(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV4d,GtMathPs",B3WrongWayWall.cpp
0016a3b0,76,CB3WrongWayWall,Prepare(),B3WrongWayWall.cpp
0016a400,12,CB3WrongWayWall,Construct(),B3WrongWayWall.cpp
0016a410,152,CB3AIArbitrator,CalculateSpeedMatch(),B3AIArbitrator.cpp
0016a4b0,172,CB3AIArbitrator,CalculateCatchup(),B3AIArbitrator.cpp
0016a560,44,CB3AIArbitrator,Release(),B3AIArbitrator.cpp
0016a590,1364,CB3AIArbitrator,Update(bool),B3AIArbitrator.cpp
0016aaf0,104,CB3AIArbitrator,Prepare(),B3AIArbitrator.cpp
0016ab60,72,CB3AIArbitrator,Construct(),B3AIArbitrator.cpp
0016abb0,864,CB3GraphicsManagerBase,DrawBootLoadingScreen(float),B3GraphicsManager.cpp
0016af10,340,CB3GraphicsManagerBase,SetViewportsSplitScreen(),B3GraphicsManager.cpp
0016b070,136,CB3GraphicsManagerBase,SetViewportsSinglePlayer(),B3GraphicsManager.cpp
0016b100,52,CB3GraphicsManagerBase,SetDefaultLODSwitchDistances(),B3GraphicsManager.cpp
0016b140,52,CB3GraphicsManagerBase,CloseViewport(),B3GraphicsManager.cpp
0016b180,68,CB3GraphicsManagerBase,"AttachCameraToViewport(EB3ViewportSelection,CGtCamera*)",B3GraphicsManager.cpp
0016b1d0,64,CB3GraphicsManagerBase,UpdateViewport(EB3ViewportSelection),B3GraphicsManager.cpp
0016b210,80,CB3GraphicsManagerBase,Destruct(),B3GraphicsManager.cpp
0016b260,140,CB3GraphicsManagerBase,Update(),B3GraphicsManager.cpp
0016b2f0,592,CB3GraphicsManagerBase,Prepare(),B3GraphicsManager.cpp
0016b540,908,CB3GraphicsManagerBase,Construct(),B3GraphicsManager.cpp
0016b8d0,68,CB3HUDComponent,AdjustScalingForSplitScreen(),B3HUDComponent.cpp
0016b920,116,CB3HUDComponent,SetAllLayerVisible(bool),B3HUDComponent.cpp
0016b9a0,8,CB3HUDComponent,"StartTransition(bool,EHUDMode,EHUDMode)",B3HUDComponent.cpp
0016b9b0,480,CB3HUDComponent,"UpdateTransition(float,bool,EHUDMode,EHUDMode)",B3HUDComponent.cpp
0016bb90,208,CB3HUDComponent,"Prepare(int,int,int,int,EHUDAlign,int)",B3HUDComponent.cpp
0016bc60,12,CB3HUDComponent,Construct(CB3HUDManager*),B3HUDComponent.cpp
0016bc70,8,CB3HUDComponent,Update(),B3HUDComponent.cpp
0016bc80,1372,CB3HUDComponent,Prepare(),B3HUDComponent.cpp
0016c1e0,336,CB3HUDComponent,Construct(),B3HUDComponent.cpp
0016c330,236,CB3HUDSpriteUVs,"Construct(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,unsigned int)",B3HUDComponent.cpp
0016c420,216,CB3HUDImageUVs,"Construct(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&)",B3HUDComponent.cpp
0016c500,8,CGt2dObjectText,COutlineDropShadow::COutlineDropShadow(),B3HUDComponent.cpp
0016c510,136,CB3HUDManager,"AddComponent(CB3HUDComponent*,int,int,int,int)",B3HUDManager.cpp
0016c5a0,376,CB3HUD,SetHUDMode(EHUDMode),B3HUDManager.cpp
0016c720,124,CB3HUD,GetHandlePosition(const GtMathPs2::CGtV2d&),B3HUDManager.cpp
0016c7a0,164,CB3HUD,GetAlignPos(EHUDAlign),B3HUDManager.cpp
0016c850,40,CB3HUD,IsDoingTransition(),B3HUDManager.cpp
0016c880,444,CB3HUD,Update(float),B3HUDManager.cpp
0016ca40,152,CB3HUDManager,SetNumPlayers(int),B3HUDManager.cpp
0016cae0,104,CB3HUDManager,Render(),B3HUDManager.cpp
0016cb50,104,CB3HUDManager,Release(),B3HUDManager.cpp
0016cbc0,108,CB3HUDManager,Update(float),B3HUDManager.cpp
0016cc30,304,CB3HUDManager,PrepareCrashComponents(),B3HUDManager.cpp
0016cd60,1628,CB3HUDManager,PrepareNormalComponents(),B3HUDManager.cpp
0016d3c0,44,CB3HUDManager,PrepareScoreList(),B3HUDManager.cpp
0016d3f0,984,CB3HUDManager,Prepare(),B3HUDManager.cpp
0016d7d0,1020,CB3HUDManager,Construct(),B3HUDManager.cpp
0016dbd0,924,CB3HUDScore,UpdateScoreObject(float),B3HUDScore.cpp
0016df70,208,CB3HUDScore,"ShowScore(CB3HUDScore::EScoreEvent,int)",B3HUDScore.cpp
0016e040,324,CB3HUDScore,UpdateMessageAnimation(CB3HUDScore::CScoreMessage*),B3HUDScore.cpp
0016e190,60,CB3HUDScore,Update(float),B3HUDScore.cpp
0016e1d0,1768,CB3HUDScore,"UpdateMessageGeneric(CB3HUDScore::CScoreMessage*,CB3HUDPrimaryMessage::EMessageType,int,const unsigned short*,floa",B3HUDScore.cpp
0016e8c0,3972,CB3HUDScore,UpdateSmallMessage(float),B3HUDScore.cpp
0016f850,700,CB3HUDScore,"Prepare(int,EHUDAlign,int,int)",B3HUDScore.cpp
0016fb10,188,CGtUnicode,"PrintString<i,PUs>(unsigned short*,const unsigned short*,const int&,unsigned short*const&)",B3HUDScore.cpp
0016fbd0,144,CGtUnicode,"PrintString<i>(unsigned short*,const unsigned short*,const int&)",B3HUDScore.cpp
0016fc60,240,CB3HUDSpeedo,Update(float),B3HUDSpeedo.cpp
0016fd50,592,CB3HUDSpeedo,"Prepare(int,EHUDAlign,int)",B3HUDSpeedo.cpp
